Date,Close
2005-01-03 00:00:00-05:00,0.9544082283973694
2005-01-04 00:00:00-05:00,0.9642100930213928
2005-01-05 00:00:00-05:00,0.9726547002792358
2005-01-06 00:00:00-05:00,0.9734092354774475
2005-01-07 00:00:00-05:00,1.0442839860916138
2005-01-10 00:00:00-05:00,1.0399112701416016
2005-01-11 00:00:00-05:00,0.9735592007637024
2005-01-12 00:00:00-05:00,0.9871314764022827
2005-01-13 00:00:00-05:00,1.0525782108306885
2005-01-14 00:00:00-05:00,1.058609962463379
2005-01-18 00:00:00-05:00,1.0653959512710571
2005-01-19 00:00:00-05:00,1.0537837743759155
2005-01-20 00:00:00-05:00,1.062530755996704
2005-01-21 00:00:00-05:00,1.0629830360412598
2005-01-24 00:00:00-05:00,1.067054271697998
2005-01-25 00:00:00-05:00,1.086507797241211
2005-01-26 00:00:00-05:00,1.0895240306854248
2005-01-27 00:00:00-05:00,1.0954052209854126
2005-01-28 00:00:00-05:00,1.1156114339828491
2005-01-31 00:00:00-05:00,1.1596453189849854
2005-02-01 00:00:00-05:00,1.1691458225250244
2005-02-02 00:00:00-05:00,1.2008135318756104
2005-02-03 00:00:00-05:00,1.173368215560913
2005-02-04 00:00:00-05:00,1.1889005899429321
2005-02-07 00:00:00-05:00,1.1904085874557495
2005-02-08 00:00:00-05:00,1.2199653387069702
2005-02-09 00:00:00-05:00,1.1873921155929565
2005-02-10 00:00:00-05:00,1.181662678718567
2005-02-11 00:00:00-05:00,1.2246403694152832
2005-02-14 00:00:00-05:00,1.2762128114700317
2005-02-15 00:00:00-05:00,1.3332154750823975
2005-02-16 00:00:00-05:00,1.3591524362564087
2005-02-17 00:00:00-05:00,1.3241676092147827
2005-02-18 00:00:00-05:00,1.3090877532958984
2005-02-22 00:00:00-05:00,1.2861660718917847
2005-02-23 00:00:00-05:00,1.3305011987686157
2005-02-24 00:00:00-05:00,1.341057300567627
2005-02-25 00:00:00-05:00,1.3419617414474487
2005-02-28 00:00:00-05:00,1.3529704809188843
2005-03-01 00:00:00-05:00,1.34211266040802
2005-03-02 00:00:00-05:00,1.330651044845581
2005-03-03 00:00:00-05:00,1.2603793144226074
2005-03-04 00:00:00-05:00,1.2911428213119507
2005-03-07 00:00:00-05:00,1.2893332242965698
2005-03-08 00:00:00-05:00,1.222377896308899
2005-03-09 00:00:00-05:00,1.1867895126342773
2005-03-10 00:00:00-05:00,1.2012660503387451
2005-03-11 00:00:00-05:00,1.2145365476608276
2005-03-14 00:00:00-05:00,1.216044306755066
2005-03-15 00:00:00-05:00,1.235347032546997
2005-03-16 00:00:00-05:00,1.2419817447662354
2005-03-17 00:00:00-05:00,1.2742536067962646
2005-03-18 00:00:00-05:00,1.2956665754318237
2005-03-21 00:00:00-05:00,1.3179842233657837
2005-03-22 00:00:00-05:00,1.291745662689209
2005-03-23 00:00:00-05:00,1.283300518989563
2005-03-24 00:00:00-05:00,1.2817927598953247
2005-03-28 00:00:00-05:00,1.2826980352401733
2005-03-29 00:00:00-05:00,1.2591724395751953
2005-03-30 00:00:00-05:00,1.2908406257629395
2005-03-31 00:00:00-05:00,1.256759762763977
2005-04-01 00:00:00-05:00,1.233235478401184
2005-04-04 00:00:00-04:00,1.2392677068710327
2005-04-05 00:00:00-04:00,1.2633953094482422
2005-04-06 00:00:00-04:00,1.2766661643981934
2005-04-07 00:00:00-04:00,1.3137620687484741
2005-04-08 00:00:00-04:00,1.3191910982131958
2005-04-11 00:00:00-04:00,1.2643004655838013
2005-04-12 00:00:00-04:00,1.286617636680603
2005-04-13 00:00:00-04:00,1.2377592325210571
2005-04-14 00:00:00-04:00,1.1237554550170898
2005-04-15 00:00:00-04:00,1.0661500692367554
2005-04-18 00:00:00-04:00,1.0742932558059692
2005-04-19 00:00:00-04:00,1.1186285018920898
2005-04-20 00:00:00-04:00,1.070975661277771
2005-04-21 00:00:00-04:00,1.1213420629501343
2005-04-22 00:00:00-04:00,1.0706738233566284
2005-04-25 00:00:00-04:00,1.115310788154602
2005-04-26 00:00:00-04:00,1.0914839506149292
2005-04-27 00:00:00-04:00,1.0842466354370117
2005-04-28 00:00:00-04:00,1.0718806982040405
2005-04-29 00:00:00-04:00,1.0875635147094727
2005-05-02 00:00:00-04:00,1.0987221002578735
2005-05-03 00:00:00-04:00,1.0920873880386353
2005-05-04 00:00:00-04:00,1.1204376220703125
2005-05-05 00:00:00-04:00,1.1062628030776978
2005-05-06 00:00:00-04:00,1.1231520175933838
2005-05-09 00:00:00-04:00,1.11500883102417
2005-05-10 00:00:00-04:00,1.0984210968017578
2005-05-11 00:00:00-04:00,1.0739920139312744
2005-05-12 00:00:00-04:00,1.0293554067611694
2005-05-13 00:00:00-04:00,1.0486578941345215
2005-05-16 00:00:00-04:00,1.072182059288025
2005-05-17 00:00:00-04:00,1.0664516687393188
2005-05-18 00:00:00-04:00,1.080928087234497
2005-05-19 00:00:00-04:00,1.1325008869171143
2005-05-20 00:00:00-04:00,1.1325008869171143
2005-05-23 00:00:00-04:00,1.1991546154022217
2005-05-24 00:00:00-04:00,1.1973451375961304
2005-05-25 00:00:00-04:00,1.1997581720352173
2005-05-26 00:00:00-04:00,1.2287118434906006
2005-05-27 00:00:00-04:00,1.2232826948165894
2005-05-31 00:00:00-04:00,1.1991546154022217
2005-06-01 00:00:00-04:00,1.215441107749939
2005-06-02 00:00:00-04:00,1.2075998783111572
2005-06-03 00:00:00-04:00,1.1533117294311523
2005-06-06 00:00:00-04:00,1.1436610221862793
2005-06-07 00:00:00-04:00,1.10204017162323
2005-06-08 00:00:00-04:00,1.1135005950927734
2005-06-09 00:00:00-04:00,1.1355180740356445
2005-06-10 00:00:00-04:00,1.0800238847732544
2005-06-13 00:00:00-04:00,1.0827380418777466
2005-06-14 00:00:00-04:00,1.0857534408569336
2005-06-15 00:00:00-04:00,1.1198339462280273
2005-06-16 00:00:00-04:00,1.1454708576202393
2005-06-17 00:00:00-04:00,1.1554232835769653
2005-06-20 00:00:00-04:00,1.1343109607696533
2005-06-21 00:00:00-04:00,1.1418514251708984
2005-06-22 00:00:00-04:00,1.1626620292663574
2005-06-23 00:00:00-04:00,1.1729161739349365
2005-06-24 00:00:00-04:00,1.1388349533081055
2005-06-27 00:00:00-04:00,1.1189302206039429
2005-06-28 00:00:00-04:00,1.125262975692749
2005-06-29 00:00:00-04:00,1.0969133377075195
2005-06-30 00:00:00-04:00,1.1101837158203125
2005-07-01 00:00:00-04:00,1.100833535194397
2005-07-05 00:00:00-04:00,1.1454708576202393
2005-07-06 00:00:00-04:00,1.127676248550415
2005-07-07 00:00:00-04:00,1.1349148750305176
2005-07-08 00:00:00-04:00,1.1536133289337158
2005-07-11 00:00:00-04:00,1.1490893363952637
2005-07-12 00:00:00-04:00,1.1533117294311523
2005-07-13 00:00:00-04:00,1.1566298007965088
2005-07-14 00:00:00-04:00,1.2290128469467163
2005-07-15 00:00:00-04:00,1.2531417608261108
2005-07-18 00:00:00-04:00,1.2513315677642822
2005-07-19 00:00:00-04:00,1.3026033639907837
2005-07-20 00:00:00-04:00,1.315873384475708
2005-07-21 00:00:00-04:00,1.3056191205978394
2005-07-22 00:00:00-04:00,1.3270329236984253
2005-07-25 00:00:00-04:00,1.3213024139404297
2005-07-26 00:00:00-04:00,1.315873384475708
2005-07-27 00:00:00-04:00,1.3267309665679932
2005-07-28 00:00:00-04:00,1.3210006952285767
2005-07-29 00:00:00-04:00,1.286316156387329
2005-08-01 00:00:00-04:00,1.2893332242965698
2005-08-02 00:00:00-04:00,1.3026033639907837
2005-08-03 00:00:00-04:00,1.3035078048706055
2005-08-04 00:00:00-04:00,1.2881263494491577
2005-08-05 00:00:00-04:00,1.296571135520935
2005-08-08 00:00:00-04:00,1.286316156387329
2005-08-09 00:00:00-04:00,1.3216041326522827
2005-08-10 00:00:00-04:00,1.3083336353302002
2005-08-11 00:00:00-04:00,1.3270329236984253
